"Gene_Name","Gene_ID","Protein_ID","SwissProt_ID","PDB_ID","Method","Resolution","Chain","Position"
"HIF1A","3091","NP_001521.1","Q16665","1LM8","X-ray","1.85","H","556-575"
"HIF1A","3091","NP_001521.1","Q16665","1LQB","X-ray","2.00","D","549-582"
"HIF1A","3091","NP_001521.1","Q16665","2ILM","X-ray","2.30","S","786-826"
"HIF1A","3091","NP_001521.1","Q16665","3HQR","X-ray","2.00","S","558-574"
"HIF1A","3091","NP_001521.1","Q16665","3HQU","X-ray","2.30","S","558-574"
"HIF1A","3091","NP_851397.1","Q16665","1D7G","model","0.00","D","15-73"
"HIF1A","3091","NP_851397.1","Q16665","1H2K","X-ray","2.15","S","786-826"
"HIF1A","3091","NP_851397.1","Q16665","1H2L","X-ray","2.25","S","786-826"
"HIF1A","3091","NP_851397.1","Q16665","1H2M","X-ray","2.50","S","775-826"
"HIF1A","3091","NP_851397.1","Q16665","1L3E","NMR","0.00","A","786-826"
"HIF1A","3091","NP_851397.1","Q16665","1L8C","NMR","0.00","B","776-826"
"HIF1A","3091","NP_851397.1","Q16665","1LM8","X-ray","1.85","H","556-575"
"HIF1A","3091","NP_851397.1","Q16665","1LQB","X-ray","2.00","D","549-582"
"HIF1A","3091","NP_851397.1","Q16665","2ILM","X-ray","2.30","S","786-826"
"HIF1A","3091","NP_851397.1","Q16665","3HQR","X-ray","2.00","S","558-574"
"HIF1A","3091","NP_851397.1","Q16665","3HQU","X-ray","2.30","S","558-574"
"HKDC1","80201","NP_079406.3","Q2TB90","-","-","0.00","-","-"
"HMGB1","3146","NP_002119.1","P09429","2YRQ","NMR","0.00","A","1-166"
"HOXA10","3206","NP_061824.3","P31260","-","-","0.00","-","-"
"HOXA11","3207","NP_005514.1","P31270","-","-","0.00","-","-"
"HP","3240","NP_001119574.1","P00738","-","-","0.00","-","-"
"HP","3240","NP_005134.1","P00738","-","-","0.00","-","-"
"HSPA8","3312","NP_006588.1","P11142","3ESK","X-ray","2.05","B","635-646"
"HSPA8","3312","NP_694881.1","P11142","3FZF","X-ray","2.20","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZH","X-ray","2.00","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZK","X-ray","2.10","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZL","X-ray","2.20","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZM","X-ray","2.30","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3LDQ","X-ray","1.90","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3M3Z","X-ray","2.10","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3ESK","X-ray","2.05","B","635-646"
"HSPA8","3312","NP_694881.1","P11142","3FZF","X-ray","2.20","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZH","X-ray","2.00","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZK","X-ray","2.10","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZL","X-ray","2.20","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3FZM","X-ray","2.30","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3LDQ","X-ray","1.90","A","4-381"
"HSPA8","3312","NP_694881.1","P11142","3M3Z","X-ray","2.10","A","4-381"
"HTR1B","3351","NP_000854.1","P28222","2G1X","model","0.00","A","1-390"
"HTRA1","5654","NP_002766.1","Q92743","2JOA","NMR","0.00","A","380-480"
"HTRA1","5654","NP_002766.1","Q92743","2YTW","NMR","0.00","A","370-480"
"HTRA2","27429","NP_037379.1","O43464","1LCY","X-ray","2.00","A","134-458"
"HTRA2","27429","NP_037379.1","O43464","2PZD","X-ray","2.75","A/B","359-458"
"HTRA2","27429","NP_659540.1","O43464","1LCY","X-ray","2.00","A","134-458"
"HTRA2","27429","NP_659540.1","O43464","2PZD","X-ray","2.75","A/B","359-458"
"HTRA3","94031","NP_444272.1","P83110","2P3W","X-ray","1.70","A/B","354-453"
"HYAL1","3373","NP_009296.1","Q12794","2PE4","X-ray","2.00","A","22-435"
"HYAL1","3373","NP_149349.2","Q12794","2PE4","X-ray","2.00","A","22-435"
"HYAL1","3373","NP_695013.1","Q12794","2PE4","X-ray","2.00","A","22-435"
"HYAL1","3373","NP_695014.1","Q12794","2PE4","X-ray","2.00","A","22-435"
"HYAL1","3373","NP_695015.1","Q12794","2PE4","X-ray","2.00","A","22-435"
"HYAL1","3373","NP_695017.1","Q12794","2PE4","X-ray","2.00","A","22-435"
"HYAL2","8692","NP_003764.3","Q12891","-","-","0.00","-","-"
"HYAL2","8692","NP_149348.2","Q12891","-","-","0.00","-","-"
"ID4","3400","NP_001537.1","P47928","-","-","0.00","-","-"
"IFIT4","3437","NP_001026853.1","O14879","-","-","0.00","-","-"
"IFIT4","3437","NP_001540.2","O14879","-","-","0.00","-","-"
"IGF1","3479","NP_000609.1","P05019","1B9G","NMR","0.00","A","49-118"
"IGF1","3479","NP_000609.1","P05019","1BQT","NMR","0.00","A","49-118"
"IGF1","3479","NP_000609.1","P05019","1GF1","model","0.00","A","49-118"
"IGF1","3479","NP_000609.1","P05019","1GZR","X-ray","2.00","B","49-118"
"IGF1","3479","NP_000609.1","P05019","1GZY","X-ray","2.54","B","49-118"
"IGF1","3479","NP_000609.1","P05019","1GZZ","X-ray","2.30","B","49-118"
"IGF1","3479","NP_000609.1","P05019","1H02","X-ray","2.00","B","49-118"
"IGF1","3479","NP_000609.1","P05019","1H59","X-ray","2.10","A","49-118"
"IGF1","3479","NP_000609.1","P05019","1IMX","X-ray","1.82","A","49-118"
"IGF1","3479","NP_000609.1","P05019","1PMX","NMR","0.00","A","49-118"
"IGF1","3479","NP_000609.1","P05019","1TGR","X-ray","1.42","A/B","49-110"
"IGF1","3479","NP_000609.1","P05019","1WQJ","X-ray","1.60","I","49-118"
"IGF1","3479","NP_000609.1","P05019","2DSP","X-ray","2.50","I","49-118"
"IGF1","3479","NP_000609.1","P05019","2DSQ","X-ray","2.80","C/I","49-118"
"IGF1","3479","NP_000609.1","P05019","2DSR","X-ray","2.10","I","49-118"
"IGF1","3479","NP_000609.1","P05019","2GF1","NMR","0.00","A","49-118"
"IGF1","3479","NP_000609.1","P05019","3GF1","NMR","0.00","A","49-118"
"IGF1","3479","NP_000609.1","P05019","3LRI","NMR","0.00","A","49-118"
"IGF1","3479","NP_001104753.1","-","-","-","0.00","-","-"
"IGF1","3479","NP_001104754.1","-","-","-","0.00","-","-"
"IGF1","3479","NP_001104755.1","P05019","1B9G","NMR","0.00","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","1BQT","NMR","0.00","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","1GF1","model","0.00","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","1GZR","X-ray","2.00","B","49-118"
"IGF1","3479","NP_001104755.1","P05019","1GZY","X-ray","2.54","B","49-118"
"IGF1","3479","NP_001104755.1","P05019","1GZZ","X-ray","2.30","B","49-118"
"IGF1","3479","NP_001104755.1","P05019","1H02","X-ray","2.00","B","49-118"
"IGF1","3479","NP_001104755.1","P05019","1H59","X-ray","2.10","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","1IMX","X-ray","1.82","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","1PMX","NMR","0.00","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","1TGR","X-ray","1.42","A/B","49-110"
"IGF1","3479","NP_001104755.1","P05019","1WQJ","X-ray","1.60","I","49-118"
"IGF1","3479","NP_001104755.1","P05019","2DSP","X-ray","2.50","I","49-118"
"IGF1","3479","NP_001104755.1","P05019","2DSQ","X-ray","2.80","C/I","49-118"
"IGF1","3479","NP_001104755.1","P05019","2DSR","X-ray","2.10","I","49-118"
"IGF1","3479","NP_001104755.1","P05019","2GF1","NMR","0.00","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","3GF1","NMR","0.00","A","49-118"
"IGF1","3479","NP_001104755.1","P05019","3LRI","NMR","0.00","A","49-118"
"IGF2","3481","NP_000603.1","P01344","1GF2","model","0.00","A","25-91"
"IGF2","3481","NP_000603.1","P01344","1IGL","NMR","0.00","A","25-91"
"IGF2","3481","NP_000603.1","P01344","2V5P","X-ray","4.10","C/D","25-91"
"IGF2","3481","NP_000603.1","P01344","3E4Z","X-ray","2.28","C/D","25-91"
"IGF2","3481","NP_000603.1","P01344","3KR3","X-ray","2.20","D","25-91"
"IGF2","3481","NP_001007140.2","P01344","1GF2","model","0.00","A","25-91"
"IGF2","3481","NP_001007140.2","P01344","1IGL","NMR","0.00","A","25-91"
"IGF2","3481","NP_001007140.2","P01344","2V5P","X-ray","4.10","C/D","25-91"
"IGF2","3481","NP_001007140.2","P01344","3E4Z","X-ray","2.28","C/D","25-91"
"IGF2","3481","NP_001007140.2","P01344","3KR3","X-ray","2.20","D","25-91"
"IGF2","3481","NP_001121070.1","-","-","-","0.00","-","-"
"IGF2BP2","10644","NP_001007226.1","Q9Y6M1","2CQH","NMR","0.00","A","29618"
"IGF2BP2","10644","NP_006539.3","Q9Y6M1","2CQH","NMR","0.00","A","29618"
"IGF2BP3","10643","NP_006538.2","O00425","2E44","NMR","0.00","A","73-161 "
"IGFBP1","3484","NP_000587.1","P08833","1ZT3","X-ray","1.80","A","172-251"
"IGFBP1","3484","NP_000587.1","P08833","1ZT5","X-ray","1.82","A","172-251"
"IGFBP1","3484","NP_000587.1","P08833","2DSQ","X-ray","2.80","G/H","166-259"
"IGFBP3","3486","NP_000589.2","P17936","-","-","0.00","-","-"
"IGFBP3","3486","NP_001013416.1","P17936","-","-","0.00","-","-"
"IGFBP6","3489","NP_002169.1","P24592","1RMJ","NMR","0.00","A","161-240"
"IGJ","3512","NP_653247.1","P01591","-","-","0.00","-","-"
"IL11","3589","NP_000632.1","P20809","-","-","0.00","-","-"
"IL20RA","53832","NP_055247.2","Q9UHF4","-","-","0.00","-","-"
"IL8","3576","NP_000575.1","P10145","1ICW","X-ray","2.01","A/B","28-99"
"IL8","3576","NP_000575.1","P10145","1IKL","NMR","0.00","A","28-99"
"IL8","3576","NP_000575.1","P10145","1IKM","NMR","0.00","A","28-99"
"IL8","3576","NP_000575.1","P10145","1IL8","NMR","0.00","A/B","28-99"
"IL8","3576","NP_000575.1","P10145","1ILP","NMR","0.00","A/B","28-99"
"IL8","3576","NP_000575.1","P10145","1ILQ","NMR","0.00","A/B","28-99"
"IL8","3576","NP_000575.1","P10145","1QE6","X-ray","2.35","A/B/C/D","28-99"
"IL8","3576","NP_000575.1","P10145","1ROD","NMR","0.00","A/B","28-57"
"IL8","3576","NP_000575.1","P10145","2IL8","NMR","0.00","A/B","28-99"
"IL8","3576","NP_000575.1","P10145","3IL8","X-ray","2.00","A","28-99"
"INPP5F","22876","NP_055752.1","-","-","-","0.00","-","-"
"IP6K1","9807","NP_001006115.1","Q92551","-","-","0.00","-","-"
"IP6K1","9807","NP_695005.1","Q92551","-","-","0.00","-","-"
"ITGAV","3685","NP_001138471.1","P06756","1JV2","X-ray","3.10","A","31-987"
"ITGAV","3685","NP_001138471.1","P06756","1L5G","X-ray","3.20","A","31-987"
"ITGAV","3685","NP_001138471.1","P06756","1M1X","X-ray","3.30","A","31-987"
"ITGAV","3685","NP_001138471.1","P06756","1U8C","X-ray","3.10","A","31-987"
"ITGAV","3685","NP_001138471.1","P06756","3IJE","X-ray","2.90","A","31-997"
"ITGAV","3685","NP_001138472.1","P06756","1JV2","X-ray","3.10","A","31-987"
"ITGAV","3685","NP_001138472.1","P06756","1L5G","X-ray","3.20","A","31-987"
"ITGAV","3685","NP_001138472.1","P06756","1M1X","X-ray","3.30","A","31-987"
"ITGAV","3685","NP_001138472.1","P06756","1U8C","X-ray","3.10","A","31-987"
"ITGAV","3685","NP_001138472.1","P06756","3IJE","X-ray","2.90","A","31-997"
"ITGAV","3685","NP_002201.1","P06756","1JV2","X-ray","3.10","A","31-987"
"ITGAV","3685","NP_002201.1","P06756","1L5G","X-ray","3.20","A","31-987"
"ITGAV","3685","NP_002201.1","P06756","1M1X","X-ray","3.30","A","31-987"
"ITGAV","3685","NP_002201.1","P06756","1U8C","X-ray","3.10","A","31-987"
"ITGAV","3685","NP_002201.1","P06756","3IJE","X-ray","2.90","A","31-997"
"ITPKC","80271","NP_079470.1","Q96DU7","2A98","X-ray","2.60","A","425-683"
"JPH4","84502","NP_001139500.1","Q96JJ6","-","-","0.00","-","-"
"JPH4","84502","NP_115828.2","Q96JJ6","-","-","0.00","-","-"
"KANK4","163782","NP_859063.3","Q5T7N3","-","-","0.00","-","-"
"KIAA1324","57535","NP_065826.2","Q6UXG2","-","-","0.00","-","-"
"KIF1A","547","NP_004312.2","Q12756","-","-","0.00","-","-"
"KIF26A","26153","NP_056471.1","Q9ULI4","-","-","0.00","-","-"
"KLK10","5655","NP_001070968.1","O43240","-","-","0.00","-","-"
"KLK10","5655","NP_002767.2","O43240","-","-","0.00","-","-"
"KLK10","5655","NP_665895.1","O43240","-","-","0.00","-","-"
"KLK6","5653","NP_001012982.1","Q92876","1GVL","X-ray","1.80","A","21-243"
"KLK6","5653","NP_001012982.1","Q92876","1L2E","X-ray","1.75","A","22-244"
"KLK6","5653","NP_001012982.1","Q92876","1LO6","X-ray","1.56","A","22-237"
"KLK6","5653","NP_001012983.1","Q92876","1GVL","X-ray","1.80","A","21-243"
"KLK6","5653","NP_001012983.1","Q92876","1L2E","X-ray","1.75","A","22-244"
"KLK6","5653","NP_001012983.1","Q92876","1LO6","X-ray","1.56","A","22-237"
"KLK6","5653","NP_002765.1","Q92876","1GVL","X-ray","1.80","A","21-243"
"KLK6","5653","NP_002765.1","Q92876","1L2E","X-ray","1.75","A","22-244"
"KLK6","5653","NP_002765.1","Q92876","1LO6","X-ray","1.56","A","22-237"
"KLRC2","3882","NP_002269.3","Q14532","-","-","0.00","-","-"
"KRAS","3845","NP_004976.2","P01116","1D8D","X-ray","2.00","P","169-173"
"KRAS","3845","NP_004976.2","P01116","1D8E","X-ray","3.00","P","169-173"
"KRAS","3845","NP_004976.2","P01116","1KZO","X-ray","2.20","C","169-173"
"KRAS","3845","NP_004976.2","P01116","1KZP","X-ray","2.10","C","169-173"
"KRAS","3845","NP_004976.2","P01116","3GFT","X-ray","2.27","A/B/C/D/E/F","1-164"
"KRAS","3845","NP_203524.1","P01116","1D8D","X-ray","2.00","P","169-173"
"KRAS","3845","NP_203524.1","P01116","1D8E","X-ray","3.00","P","169-173"
"KRAS","3845","NP_203524.1","P01116","1KZO","X-ray","2.20","C","169-173"
"KRAS","3845","NP_203524.1","P01116","1KZP","X-ray","2.10","C","169-173"
"KRAS","3845","NP_203524.1","P01116","3GFT","X-ray","2.27","A/B/C/D/E/F","1-164"
"KYNU","8942","NP_003698.1","Q9Y265","2C9O","X-ray","2.20","A/B/C","1-456"
"LAMB1","3912","NP_002282.2","P07942","-","-","0.00","-","-"
"LCN2","3934","NP_005555.2","P80188","1DFV","X-ray","2.60","A/B","21-197"
"LCN2","3934","NP_005555.2","P80188","1L6M","X-ray","2.40","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","1NGL","NMR","0.00","A","21-198"
"LCN2","3934","NP_005555.2","P80188","1QQS","X-ray","2.40","A","24-197"
"LCN2","3934","NP_005555.2","P80188","1X71","X-ray","2.10","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","1X89","X-ray","2.10","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","1X8U","X-ray","2.20","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","3BY0","X-ray","2.57","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3CBC","X-ray","2.17","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3CMP","X-ray","2.80","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3DSZ","X-ray","2.00","A/B","21-198"
"LCN2","3934","NP_005555.2","P80188","3DTQ","X-ray","2.50","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","3FW4","X-ray","2.30","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","3FW5","X-ray","2.30","A/B/C","21-198"
"LCN2","3934","NP_005555.2","P80188","3HWD","X-ray","2.95","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3HWE","X-ray","2.80","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3HWF","X-ray","3.20","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3HWG","X-ray","2.19","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3I0A","X-ray","2.60","A/B/C","1-198"
"LCN2","3934","NP_005555.2","P80188","3K3L","X-ray","2.62","A/B/C","21-198"
"LDB2","9079","NP_001124306.1","O43679","-","-","0.00","-","-"
"LDB2","9079","NP_001281.1","O43679","-","-","0.00","-","-"
"LGALS3","3958","NP_001170859.1","-","-","-","0.00","-","-"
"LIMS1","3987","NP_001180411.1","-","-","-","0.00","-","-"
"LIMS1","3987","NP_001180412.1","-","-","-","0.00","-","-"
"LIMS1","3987","NP_001180413.1","-","-","-","0.00","-","-"
"LIMS1","3987","NP_001180414.1","-","-","-","0.00","-","-"
"LIMS1","3987","NP_001180417.1","P48059","1G47","NMR","0.00","A","25569"
"LIMS1","3987","NP_001180417.1","P48059","1NYP","NMR","0.00","A","188-251"
"LIMS1","3987","NP_001180417.1","P48059","1U5S","NMR","0.00","B","188-251"
"LIMS1","3987","NP_001180417.1","P48059","2COR","NMR","0.00","A","125-190"
"LIMS1","3987","NP_001180417.1","P48059","2D8X","NMR","0.00","A","71-126"
"LIMS1","3987","NP_001180417.1","P48059","2KBX","NMR","0.00","B","25569"
"LIMS1","3987","NP_001180417.1","P48059","3F6Q","X-ray","1.60","B","24990"
"LIMS1","3987","NP_004978.2","P48059","1G47","NMR","0.00","A","25569"
"LIMS1","3987","NP_004978.2","P48059","1NYP","NMR","0.00","A","188-251"
"LIMS1","3987","NP_004978.2","P48059","1U5S","NMR","0.00","B","188-251"
"LIMS1","3987","NP_004978.2","P48059","2COR","NMR","0.00","A","125-190"
"LIMS1","3987","NP_004978.2","P48059","2D8X","NMR","0.00","A","71-126"
"LIMS1","3987","NP_004978.2","P48059","2KBX","NMR","0.00","B","25569"
"LIMS1","3987","NP_004978.2","P48059","3F6Q","X-ray","1.60","B","24990"
"LMOD1","25802","NP_036266.2","P29536","-","-","0.00","-","-"
"LOX","4015","NP_001171573.1","-","-","-","0.00","-","-"
"LOX","4015","NP_002308.2","P28300","-","-","0.00","-","-"
"LOXL3","84695","NP_115992.1","P58215","-","-","0.00","-","-"
"LRCH2","57631","NP_065922.3","Q5VUJ6","-","-","0.00","-","-"
"LRP1","4035","NP_002323.2","Q07954","1CR8","NMR","0.00","A","1059-1100"
"LRP1","4035","NP_002323.2","Q07954","1D2L","NMR","0.00","A","851-893"
"LRP1","4035","NP_002323.2","Q07954","1J8E","X-ray","1.85","A","1012-1054"
"LRP1","4035","NP_002323.2","Q07954","2FYJ","NMR","0.00","A","932-1013"
"LRP1","4035","NP_002323.2","Q07954","2FYL","NMR","0.00","B","932-1013"
"LRP1","4035","NP_002323.2","Q07954","2KNX","NMR","0.00","A","2770-2817"
"LRP1","4035","NP_002323.2","Q07954","2KNY","NMR","0.00","A","2770-2817"
"LRRN1","57633","NP_065924.3","Q6UXK5","-","-","0.00","-","-"
"LTBP4","8425","NP_001036009.1","Q8N2S1","-","-","0.00","-","-"
"LTBP4","8425","NP_001036010.1","Q8N2S1","-","-","0.00","-","-"
"LTBP4","8425","NP_003564.2","Q8N2S1","-","-","0.00","-","-"
"MAPRE1","22919","NP_036457.1","Q15691","1PA7","X-ray","1.45","A","1-130"
"MAPRE1","22919","NP_036457.1","Q15691","1TXQ","X-ray","1.80","B","183-268"
"MAPRE1","22919","NP_036457.1","Q15691","1UEG","X-ray","2.40","A","1-130"
"MAPRE1","22919","NP_036457.1","Q15691","1VKA","X-ray","1.60","A/B","2-140"
"MAPRE1","22919","NP_036457.1","Q15691","1WU9","X-ray","1.54","A/B","191-268"
"MAPRE1","22919","NP_036457.1","Q15691","1YIB","X-ray","1.80","A","185-254"
"MAPRE1","22919","NP_036457.1","Q15691","1YIG","X-ray","2.00","A/B","185-254"
"MAPRE1","22919","NP_036457.1","Q15691","2HKQ","X-ray","1.86","A","191-267"
"MAPRE1","22919","NP_036457.1","Q15691","2HL3","X-ray","2.03","C","263-268"
"MAPRE1","22919","NP_036457.1","Q15691","2HL5","X-ray","1.93","A/B","191-267"
"MAPRE1","22919","NP_036457.1","Q15691","2QJZ","X-ray","1.25","A/B","12-133"
"MAPRE1","22919","NP_036457.1","Q15691","2R8U","X-ray","1.35","A/B","1-268"
"MAPRE1","22919","NP_036457.1","Q15691","3GJO","X-ray","2.50","A/B/C/D","191-260"
"MARCO","8685","NP_006761.1","Q9UEW3","-","-","0.00","-","-"
"MASP1","5648","NP_001027019.1","P48740","3DEM","X-ray","2.30","A/B","20-297"
"MASP1","5648","NP_001027019.1","P48740","3GOV","X-ray","2.55","A","298-448"
"MASP1","5648","NP_001027019.1","P48740","","","0.00","B","449-699"
"MASP1","5648","NP_001870.3","P48740","3DEM","X-ray","2.30","A/B","20-297"
"MASP1","5648","NP_001870.3","P48740","3GOV","X-ray","2.55","A","298-448"
"MASP1","5648","NP_001870.3","P48740","","","0.00","B","449-699"
"MASP1","5648","NP_624302.1","P48740","3DEM","X-ray","2.30","A/B","3q "
"MASP1","5648","NP_624302.1","P48740","3GOV","X-ray","2.55","A","298-448"
"MASP1","5648","NP_624302.1","P48740","","","0.00","B","449-699"
"MDM2","4193","NP_002383.2","Q00987","1RV1","X-ray","2.30","A/B/C","25-109"
"MDM2","4193","NP_002383.2","Q00987","1T4E","X-ray","2.60","A/B","17-111"
"MDM2","4193","NP_002383.2","Q00987","1T4F","X-ray","1.90","M","17-125"
"MDM2","4193","NP_002383.2","Q00987","1YCR","X-ray","2.60","A","17-125"
"MDM2","4193","NP_002383.2","Q00987","1Z1M","NMR","0.00","A","1-118"
"MDM2","4193","NP_002383.2","Q00987","2AXI","X-ray","1.40","A","17-125"
"MDM2","4193","NP_002383.2","Q00987","2C6A","NMR","0.00","A","290-335"
"MDM2","4193","NP_002383.2","Q00987","2C6B","NMR","0.00","A","290-335"
"MDM2","4193","NP_002383.2","Q00987","2F1Y","X-ray","1.70","A","-"
"MDM2","4193","NP_002383.2","Q00987","2FOP","X-ray","2.10","B","145-150"
"MDM2","4193","NP_002383.2","Q00987","2GV2","X-ray","1.80","A","17-125"
"MDM2","4193","NP_002383.2","Q00987","2HDP","NMR","0.00","A/B","429-491"
"MDM2","4193","NP_002383.2","Q00987","2VJE","X-ray","2.20","A/C","428-491"
"MDM2","4193","NP_002383.2","Q00987","2VJF","X-ray","2.30","A/C","428-491"
"MDM2","4193","NP_002383.2","Q00987","3EQS","X-ray","1.65","A","25-109"
"MDM2","4193","NP_002383.2","Q00987","3G03","X-ray","1.80","A/C","18-125"
"MDM2","4193","NP_002383.2","Q00987","3IUX","X-ray","1.65","A/C","25-109"
"MDM2","4193","NP_002383.2","Q00987","3IWY","X-ray","1.93","A/C","25-109"
"MDM2","4193","NP_002383.2","Q00987","3JZK","X-ray","2.10","A","17-111"
"MDM2","4193","NP_002383.2","Q00987","3JZR","X-ray","2.10","A","17-125"
"MDM2","4193","NP_002383.2","Q00987","3JZS","X-ray","1.78","A","24-109"
"MDM2","4193","NP_002383.2","Q00987","3LBK","X-ray","2.30","A","18-111"
"MDM2","4193","NP_002383.2","Q00987","3LBL","X-ray","1.60","A/C/E","18-111"
"MDM2","4193","NP_002383.2","Q00987","3LNJ","X-ray","2.40","A/C/E","25-109"
"MDM2","4193","NP_002383.2","Q00987","3LNZ","X-ray","1.95","A/C/E/G/I/K/M/O","25-109"
"MED13L","23389","NP_056150.1","Q71F56","-","-","0.00","-","-"
"MEG3","55384","-","-","-","-","0.00","-","-"
"MGC1621","84848","-","-","-","-","0.00","-","-"
"MLH1","4292","NP_000240.1","P40692","3NA3","X-ray","2.50","A","1-347"
"MLH3","27030","NP_001035197.1","Q9UHC1","-","-","0.00","-","-"
"MLH3","27030","NP_055196.2","-","-","-","0.00","-","-"
"MME","4311","NP_000893.2","P08473","1DL9","model","0.00","A","508-750"
"MME","4311","NP_000893.2","P08473","1DMT","X-ray","2.10","A","55-750"
"MME","4311","NP_000893.2","P08473","1QVD","model","0.00","A","55-750"
"MME","4311","NP_000893.2","P08473","1R1H","X-ray","1.95","A","55-749"
"MME","4311","NP_000893.2","P08473","1R1I","X-ray","2.60","A","55-749"
"MME","4311","NP_000893.2","P08473","1R1J","X-ray","2.35","A","55-749"
"MME","4311","NP_000893.2","P08473","1Y8J","X-ray","2.25","A","55-749"
"MME","4311","NP_000893.2","P08473","2QPJ","X-ray","2.05","A","55-750"
"MME","4311","NP_009218.2","P08473","1DL9","model","0.00","A","508-750"
"MME","4311","NP_009218.2","P08473","1DMT","X-ray","2.10","A","55-750"
"MME","4311","NP_009218.2","P08473","1QVD","model","0.00","A","55-750"
"MME","4311","NP_009218.2","P08473","1R1H","X-ray","1.95","A","55-749"
"MME","4311","NP_009218.2","P08473","1R1I","X-ray","2.60","A","55-749"
"MME","4311","NP_009218.2","P08473","1R1J","X-ray","2.35","A","55-749"
"MME","4311","NP_009218.2","P08473","1Y8J","X-ray","2.25","A","55-749"
"MME","4311","NP_009218.2","P08473","2QPJ","X-ray","2.05","A","55-750"
