"Gene_Name","Gene_ID","Protein_ID","Family_A","Description_A","Entry_Type_A","Clan_A","Envelope_Start_A","Envelope_End_A","Alignment_Start_A","ALignment_End_A","HMM_From_A","HMM_To_A","BIT_Score_A","E_Value_A","Predicted_Active_Sites"
"NDC80","10403","NP_006092.1","Ndc80_HEC","HEC/Ndc80p family","Family","n/a","49","215","50","207","2","152","182.60","2.80E-54","n/a"
"NDN","4692","NP_002478.1","MAGE","MAGE family","Family","n/a","105","275","105","275","1","195","128.10","2.00E-37","n/a"
"NDRG1","10397","NP_001128714.1","Ndr","Ndr family","Family","CL0028","34","316","34","316","1","283","422.60","3.00E-127","n/a"
"NDRG1","10397","NP_006087.2","Ndr","Ndr family","Family","CL0028","34","316","34","316","1","283","422.60","3.00E-127","n/a"
"NDUFA2","4695","NP_001171941.1","L51_S25_CI-B8","Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain","Domain","n/a","33","75","33","70","1","38","48.90","3.20E-13","n/a"
"NDUFA2","4695","NP_002479.1","L51_S25_CI-B8","Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain","Domain","n/a","33","84","33","83","1","51","56.50","1.30E-15","n/a"
"NFE2L2","4780","NP_001138884.1","bZIP_1","bZIP transcription factor","Family","CL0018","480","542","483","540","5","62","33.40","2.60E-08","n/a"
"NFE2L2","4780","NP_001138885.1","bZIP_1","bZIP transcription factor","Family","CL0018","473","535","476","533","5","62","33.40","2.50E-08","n/a"
"NFE2L2","4780","NP_006155.2","bZIP_1","bZIP transcription factor","Family","CL0018","496","558","499","556","5","62","33.40","2.60E-08","n/a"
"NFIB","4781","NP_001177666.1","CTF_NFI","CTF/NF-I family transcription modulation region","Family","n/a","209","494","209","494","1","295","405.00","2.00E-121","n/a"
"NFIB","4781","NP_001177667.1","CTF_NFI","CTF/NF-I family transcription modulation region","Family","n/a","235","445","235","441","1","207","288.00","9.00E-86","n/a"
"NFIB","4781","NP_005587.2","CTF_NFI","CTF/NF-I family transcription modulation region","Family","n/a","209","419","209","415","1","207","288.20","7.70E-86","n/a"
"NFIB","4781","NP_001177666.1","MH1","MH1 domain","Domain","CL0263","65","173","68","171","4","105","46.90","1.80E-12","n/a"
"NFIB","4781","NP_001177667.1","MH1","MH1 domain","Domain","CL0263","91","199","94","197","4","105","47.10","1.50E-12","n/a"
"NFIB","4781","NP_005587.2","MH1","MH1 domain","Domain","CL0263","65","173","68","171","4","105","47.30","1.30E-12","n/a"
"NFIB","4781","NP_001177666.1","NfI_DNAbd_pre-N","Nuclear factor I protein pre-N-terminus","Family","n/a","4","47","5","47","2","44","94.20","2.00E-27","n/a"
"NFIB","4781","NP_001177667.1","NfI_DNAbd_pre-N","Nuclear factor I protein pre-N-terminus","Family","n/a","31","73","36","73","7","44","86.20","6.40E-25","n/a"
"NFIB","4781","NP_005587.2","NfI_DNAbd_pre-N","Nuclear factor I protein pre-N-terminus","Family","n/a","4","47","5","47","2","44","94.50","1.60E-27","n/a"
"NFKB1","4790","NP_001158884.1","Ank","Ankyrin repeat","Repeat","CL0465","718","750","718","749","1","32","23.60","2.30E-05","n/a"
"NFKB1","4790","NP_003989.2","Ank","Ankyrin repeat","Repeat","CL0465","719","751","719","750","1","32","23.60","2.30E-05","n/a"
"NFKB1","4790","NP_001158884.1","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","499","612","525","611","13","88","35.40","8.10E-09","n/a"
"NFKB1","4790","NP_001158884.1","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","619","714","619","708","1","81","52.00","5.40E-14","n/a"
"NFKB1","4790","NP_003989.2","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","500","613","526","612","13","88","35.40","8.10E-09","n/a"
"NFKB1","4790","NP_003989.2","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","620","715","620","709","1","81","52.00","5.40E-14","n/a"
"NFKB1","4790","NP_001158884.1","Death","Death domain","Domain","CL0041","817","892","818","891","2","82","38.60","5.30E-10","n/a"
"NFKB1","4790","NP_003989.2","Death","Death domain","Domain","CL0041","818","893","819","892","2","82","38.60","5.30E-10","n/a"
"NFKB1","4790","NP_001158884.1","RHD","Rel homology domain (RHD)","Domain","CL0073","44","242","44","242","1","169","243.30","8.30E-73","n/a"
"NFKB1","4790","NP_003989.2","RHD","Rel homology domain (RHD)","Domain","CL0073","45","243","45","243","1","169","243.30","8.30E-73","n/a"
"NGFRAP1","27018","NP_055195.1","BEX","Brain expressed X-linked like family","Family","n/a","1","110","1","110","1","100","105.80","8.60E-31","n/a"
"NGFRAP1","27018","NP_996798.1","BEX","Brain expressed X-linked like family","Family","n/a","1","110","1","110","1","100","105.80","8.60E-31","n/a"
"NGFRAP1","27018","NP_996800.1","BEX","Brain expressed X-linked like family","Family","n/a","1","100","2","100","12","100","90.50","5.00E-26","n/a"
"NID1","4811","NP_002499.2","NIDO","Nidogen-like","Family","n/a","176","268","176","267","1","89","91.80","2.70E-26","n/a"
"NID1","4811","NP_002499.2","G2F","G2F domain","Domain","CL0069","428","626","428","624","1","191","271.90","1.60E-81","n/a"
"NID1","4811","NP_002499.2","EGF_3","EGF domain","Domain","CL0001","672","708","672","708","1","36","28.80","7.10E-07","n/a"
"NID1","4811","NP_002499.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","710","750","710","750","1","42","34.60","1.10E-08","n/a"
"NID1","4811","NP_002499.2","cEGF","Complement Clr-like EGF-like","Domain","CL0001","784","805","784","805","1","24","33.90","1.50E-08","n/a"
"NID1","4811","NP_002499.2","EGF_3","EGF domain","Domain","CL0001","806","839","809","839","6","36","38.30","7.30E-10","n/a"
"NID1","4811","NP_002499.2","Thyroglobulin_1","Thyroglobulin type-1 repeat","Domain","n/a","849","919","849","919","1","68","69.20","1.10E-19","n/a"
"NID1","4811","NP_002499.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","990","1031","992","1030","3","42","40.00","2.70E-10","n/a"
"NID1","4811","NP_002499.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","1033","1073","1033","1070","1","39","43.30","2.50E-11","n/a"
"NID1","4811","NP_002499.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","1076","1119","1076","1117","1","41","40.70","1.70E-10","n/a"
"NKX2-1","7080","NP_001073136.1","Homeobox","Homeobox domain","Domain","CL0123","192","248","192","248","1","57","71.10","3.40E-20","n/a"
"NKX2-1","7080","NP_001073136.1","Homeobox","Homeobox domain","Domain","CL0123","593","649","593","649","1","57","71.10","3.40E-20","n/a"
"NKX2-1","7080","NP_001073136.1","Homeobox","Homeobox domain","Domain","CL0123","994","1050","994","1050","1","57","71.10","3.40E-20","n/a"
"NKX2-1","7080","NP_003308.1","Homeobox","Homeobox domain","Domain","CL0123","162","218","162","218","1","57","73.30","7.20E-21","n/a"
"NME1","4830","NP_000260.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","5","139","5","138","1","134","189.90","1.20E-56","118"
"NME1","4830","NP_937818.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","30","164","30","163","1","134","189.10","2.10E-56","143"
"NME2","4831","NP_001018147.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","5","139","5","138","1","134","192.60","1.70E-57","118"
"NME2","4831","NP_001018148.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","5","139","5","138","1","134","192.60","1.70E-57","118"
"NME2","4831","NP_001018149.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","5","139","5","138","1","134","192.60","1.70E-57","118"
"NME2","4831","NP_001185611.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","5","81","5","77","1","73","98.80","1.60E-28","n/a"
"NME2","4831","NP_002503.1","NDK","Nucleoside diphosphate kinase","Domain","n/a","5","139","5","138","1","134","192.60","1.70E-57","118"
"NPDC1","56654","NP_056207.3","NPDC1","Neural proliferation differentiation control-1 protein (NPDC1)","Family","n/a","1","325","1","325","1","341","667.60","2.20E-201","n/a"
"NPR1","4881","NP_000897.3","Guanylate_cyc","Adenylate and Guanylate cyclase catalytic domain","Domain","CL0276","867","1053","867","1052","1","186","240.10","7.30E-72","n/a"
"NPR1","4881","NP_000897.3","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","542","801","556","799","18","257","132.40","1.20E-38","n/a"
"NPR1","4881","NP_000897.3","ANF_receptor","Receptor family ligand binding region","Family","CL0144","54","416","54","415","1","347","192.30","8.60E-57","n/a"
"NPTX1","4884","NP_002513.2","Pentaxin","Pentaxin family","Domain","CL0004","227","422","232","420","5","191","126.50","6.50E-37","n/a"
"NR3C1","2908","NP_001019265.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","543","754","549","736","7","197","102.80","1.00E-29","n/a"
"NR3C1","2908","NP_000167.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.10","8.70E-184","n/a"
"NR3C1","2908","NP_001018084.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.10","8.70E-184","n/a"
"NR3C1","2908","NP_001018085.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.10","8.70E-184","n/a"
"NR3C1","2908","NP_001018086.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.10","8.70E-184","n/a"
"NR3C1","2908","NP_001018087.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.10","8.70E-184","n/a"
"NR3C1","2908","NP_001018661.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.30","7.80E-184","n/a"
"NR3C1","2908","NP_001019265.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.10","8.70E-184","n/a"
"NR3C1","2908","NP_001191187.1","GCR","Glucocorticoid receptor","Family","n/a","1","375","1","375","2","370","607.80","4.40E-183","n/a"
"NR3C1","2908","NP_001191188.1","GCR","Glucocorticoid receptor","Family","n/a","1","316","1","316","61","370","520.50","1.40E-156","n/a"
"NR3C1","2908","NP_001191189.1","GCR","Glucocorticoid receptor","Family","n/a","1","312","1","312","65","370","509.60","3.00E-153","n/a"
"NR3C1","2908","NP_001191190.1","GCR","Glucocorticoid receptor","Family","n/a","1","304","1","304","73","370","493.70","2.10E-148","n/a"
"NR3C1","2908","NP_001191191.1","GCR","Glucocorticoid receptor","Family","n/a","1","86","1","86","284","370","160.30","4.20E-47","n/a"
"NR3C1","2908","NP_001191192.1","GCR","Glucocorticoid receptor","Family","n/a","1","71","1","71","299","370","125.70","1.40E-36","n/a"
"NR3C1","2908","NP_001191193.1","GCR","Glucocorticoid receptor","Family","n/a","1","66","1","66","304","370","110.80","4.60E-32","n/a"
"NR3C1","2908","NP_001191194.1","GCR","Glucocorticoid receptor","Family","n/a","26","401","26","401","1","370","610.60","6.10E-184","n/a"
"NR3C1","2908","NP_000167.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","753","548","735","7","197","102.80","1.00E-29","n/a"
"NR3C1","2908","NP_001018084.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","753","548","735","7","197","102.80","1.00E-29","n/a"
"NR3C1","2908","NP_001018085.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","753","548","735","7","197","102.80","1.00E-29","n/a"
"NR3C1","2908","NP_001018086.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","753","548","735","7","197","102.80","1.00E-29","n/a"
"NR3C1","2908","NP_001018087.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","753","548","735","7","197","102.80","1.00E-29","n/a"
"NR3C1","2908","NP_001018661.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","736","548","729","7","191","102.80","1.10E-29","n/a"
"NR3C1","2908","NP_001191187.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","516","727","522","709","7","197","102.90","9.70E-30","n/a"
"NR3C1","2908","NP_001191188.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","457","668","463","650","7","197","103.10","8.40E-30","n/a"
"NR3C1","2908","NP_001191189.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","453","664","459","646","7","197","103.10","8.30E-30","n/a"
"NR3C1","2908","NP_001191190.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","445","656","451","638","7","197","103.10","8.10E-30","n/a"
"NR3C1","2908","NP_001191191.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","227","442","233","420","7","197","104.40","3.40E-30","n/a"
"NR3C1","2908","NP_001191192.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","212","427","218","405","7","197","104.50","3.20E-30","n/a"
"NR3C1","2908","NP_001191193.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","207","422","213","400","7","197","104.50","3.10E-30","n/a"
"NR3C1","2908","NP_001191194.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","542","675","548","674","7","137","79.60","1.30E-22","n/a"
"NR3C1","2908","NP_000167.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.20","3.70E-28","n/a"
"NR3C1","2908","NP_001018084.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.20","3.70E-28","n/a"
"NR3C1","2908","NP_001018085.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.20","3.70E-28","n/a"
"NR3C1","2908","NP_001018086.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.20","3.70E-28","n/a"
"NR3C1","2908","NP_001018087.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.20","3.70E-28","n/a"
"NR3C1","2908","NP_001018661.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.30","3.50E-28","n/a"
"NR3C1","2908","NP_001019265.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","489","420","488","2","69","93.90","4.00E-27","n/a"
"NR3C1","2908","NP_001191187.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","393","462","394","461","2","69","97.30","3.50E-28","n/a"
"NR3C1","2908","NP_001191188.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","334","403","335","402","2","69","97.50","3.20E-28","n/a"
"NR3C1","2908","NP_001191189.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","330","399","331","398","2","69","97.50","3.10E-28","n/a"
"NR3C1","2908","NP_001191190.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","322","391","323","390","2","69","97.50","3.10E-28","n/a"
"NR3C1","2908","NP_001191191.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","104","173","105","172","2","69","98.30","1.80E-28","n/a"
"NR3C1","2908","NP_001191192.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","89","158","90","157","2","69","98.30","1.70E-28","n/a"
"NR3C1","2908","NP_001191193.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","84","153","85","152","2","69","98.40","1.70E-28","n/a"
"NR3C1","2908","NP_001191194.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","419","488","420","487","2","69","97.50","3.10E-28","n/a"
"NSDHL","50814","NP_001123237.1","3Beta_HSD","3-beta hydroxysteroid dehydrogenase/isomerase family","Family","CL0063","41","297","42","294","2","277","220.80","1.10E-65","n/a"
"NSDHL","50814","NP_057006.1","3Beta_HSD","3-beta hydroxysteroid dehydrogenase/isomerase family","Family","CL0063","41","297","42","294","2","277","220.80","1.10E-65","n/a"
"NT5E","4907","NP_001191742.1","5_nucleotid_C","5'-nucleotidase; C-terminal domain","Domain","n/a","338","404","340","397","3","48","24.30","2.10E-05","n/a"
"NT5E","4907","NP_001191742.1","5_nucleotid_C","5'-nucleotidase; C-terminal domain","Domain","n/a","400","463","404","462","98","150","44.10","1.60E-11","n/a"
"NT5E","4907","NP_002517.1","5_nucleotid_C","5'-nucleotidase; C-terminal domain","Domain","n/a","338","513","340","512","3","150","137.30","3.00E-40","n/a"
"NT5E","4907","NP_001191742.1","Metallophos","Calcineurin-like phosphoesterase","Domain","CL0163","29","246","29","244","1","195","58.00","6.90E-16","118"
"NT5E","4907","NP_002517.1","Metallophos","Calcineurin-like phosphoesterase","Domain","CL0163","29","246","29","244","1","195","57.70","8.50E-16","118"
"NUP107","57122","NP_065134.1","Nup84_Nup100","Nuclear pore protein 84 / 107","Family","n/a","207","910","208","910","2","697","743.10","1.50E-223","n/a"
"OGN","4969","NP_054776.1","LRR_4","Leucine Rich repeats (2 copies)","Family","CL0022","143","188","143","186","1","43","29.70","2.70E-07","n/a"
"OGN","4969","NP_148935.1","LRR_4","Leucine Rich repeats (2 copies)","Family","CL0022","143","188","143","186","1","43","29.70","2.70E-07","n/a"
"OLFM1","10439","NP_006325.1","Noelin-1","Neurogenesis glycoprotein","Family","n/a","35","135","36","134","2","100","171.30","2.60E-51","n/a"
"OLFM1","10439","NP_055094.1","Noelin-1","Neurogenesis glycoprotein","Family","n/a","35","135","36","134","2","100","167.00","5.60E-50","n/a"
"OLFM1","10439","NP_055094.1","OLF","Olfactomedin-like domain","Family","n/a","211","460","212","458","2","247","324.30","3.40E-97","n/a"
"OSR2","116039","NP_001135934.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","172","194","172","194","1","23","21.20","0.00021","n/a"
"OSR2","116039","NP_001135934.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","200","222","200","222","1","23","20.60","0.00034","n/a"
"OSR2","116039","NP_001135934.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","228","250","228","250","1","23","16.20","0.0083","n/a"
"OSR2","116039","NP_001135934.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","256","278","256","278","1","23","25.60","8.40E-06","n/a"
"OSR2","116039","NP_001135934.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","284","306","284","306","1","23","19.90","0.00057","n/a"
"OSR2","116039","NP_443727.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","172","194","172","194","1","23","21.50","0.00018","n/a"
"OSR2","116039","NP_443727.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","200","222","200","222","1","23","20.80","0.00029","n/a"
"OSR2","116039","NP_443727.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","228","250","228","250","1","23","16.40","0.0071","n/a"
